PATERNITY;FIRST_LAST_NAME;PASSENGER_SEX;PASSENGER_BIRTH_DATE;PASSENGER_DOCUMENT;BOOKING_CODE;TICKET_NUMBER;BAGGAGE;DEPARTURE_DATE;DEPARTURE_TIME;FLIGHT_NUMBER;CODE_SHARE;FLIGHT_TO;AGE;FLIGHTS_QUANTITY
ANATOLEVICH;RUSTAM ALEKSEEV;Male;24.11.1971;6 889 917 159;MHMIMZ;9310000000000000;Registered;27.02.2017;23:10;SU1261;Own;MOSCOW;45;7
M;ALENA GOROKHOVA;Female;09.08.1972;7 952 646 650;ZUKNOO;7890000000000000;NULL;01.01.2017;9:35;SU1523;Own;MOSCOW;44;7
M;ALENA GOROKHOVA;Female;09.08.1972;7 952 646 650;MNPNUV;None;Transit;11.06.2017;14:00;SU5628;Own;YUZHNO;44;7
M;ALENA GOROKHOVA;Female;09.08.1972;7 952 646 650;NULL;625000000000000;NULL;14.05.2017;15:10;SU1700;Own;VLADIVOSTOK;44;7
MAKSIMOVNA;ALENA GOROKHOVA;Female;09.08.1972;7 952 646 650;NULL;None;Delayed;08.06.2017;3:00;SU5616;Own;PETROPAVLOVSK;44;7
D;VALERIIA KORCHAGINA;Female;03.06.1994;4 919 407 659;QGMGWK;None;Transit;02.02.2017;5:40;SU5618;Own;KHABAROVSK;22;7
DEMIDOVNA;VALERIIA KORCHAGINA;Female;03.06.1994;4 919 407 659;NULL;5360000000000000;NULL;05.01.2017;9:45;SU5617;Own;VLADIVOSTOK;22;7
DEMIDOVNA;VALERIIA KORCHAGINA;Female;03.06.1994;4 919 407 659;NULL;1430000000000000;NULL;03.10.2017;21:40;SU1493;Own;MOSCOW;23;7
IAROSLAVOVNA;AGATA MURAVEVA;Female;12.11.1978;8 375 590 550;NULL;None;Transit;21.07.2017;6:05;SU1417;Own;MOSCOW;38;7
A;RUSTAM ALEKSEEV;Male;24.11.1971;6 889 917 159;NULL;None;Delayed;13.04.2017;11:15;SU1411;Own;MOSCOW;45;7
ANATOLEVICH;RUSTAM ALEKSEEV;Male;24.11.1971;6 889 917 159;SVMLDC;7360000000000000;Delayed;12.04.2017;12:00;SU1402;Own;YEKATERINBURG;45;7
S;ANNA MINAEVA;Female;16.01.1980;2 642 170 924;NULL;None;Delayed;27.03.2017;16:20;SU1426;Own;CHELYABINSK;37;7
DMITRIEVNA;TAISIIA SHIROKOVA;Female;03.06.1977;9 759 741 519;KMHEWO;None;Registered;19.11.2017;14:00;SU1515;Own;MOSCOW;40;7
DMITRIEVNA;TAISIIA SHIROKOVA;Female;03.06.1977;9 759 741 519;NULL;None;Registered;25.08.2017;12:45;SU1123;Own;MOSCOW;40;7
D;TAISIIA SHIROKOVA;Female;03.06.1977;9 759 741 519;BTZPIK;8050000000000000;Delayed;21.12.2017;17:40;SU1253;Own;MOSCOW;40;7
D;TAISIIA SHIROKOVA;Female;03.06.1977;9 759 741 519;NULL;None;NULL;04.03.2017;21:40;SU5652;Own;IRKUTSK;39;7
DMITRIEVNA;TAISIIA SHIROKOVA;Female;03.06.1977;9 759 741 519;NULL;None;NULL;01.01.2017;7:05;SU4130;Operated;YUZHNO;39;7
D;TAISIIA SHIROKOVA;Female;03.06.1977;9 759 741 519;NEUWMB;None;Delayed;18.02.2017;17:30;SU5629;Own;KHABAROVSK;39;7
D;TAISIIA SHIROKOVA;Female;03.06.1977;9 759 741 519;JGHFCP;None;Registered;04.10.2017;21:05;SU1510;Own;SURGUT;40;7
V;EVGENII SHCHUKIN;Male;21.05.1975;8 483 273 783;EJFZVV;None;Registered;08.01.2017;13:50;SU4606;Operated;OKHA;41;7
S;ANNA MINAEVA;Female;16.01.1980;2 642 170 924;NULL;9710000000000000;Transit;11.02.2017;21:00;SU1259;Own;MOSCOW;37;7
ANATOLEVICH;RUSTAM ALEKSEEV;Male;24.11.1971;6 889 917 159;ARLWXG;863000000000000;Registered;18.01.2017;10:05;SU1357;Own;MOSCOW;45;7
A;RUSTAM ALEKSEEV;Male;24.11.1971;6 889 917 159;NULL;None;Registered;25.03.2017;6:55;SU1451;Own;MOSCOW;45;7
A;RUSTAM ALEKSEEV;Male;24.11.1971;6 889 917 159;NULL;None;Transit;12.03.2017;20:20;SU1450;Own;KEMEROVO;45;7
B;RUSLAN ZAVIALOV;Male;27.03.1976;2 981 630 268;NULL;None;Registered;12.03.2017;6:00;SU1246;Own;ORENBURG;40;7
BOGDANOVICH;RUSLAN ZAVIALOV;Male;27.03.1976;2 981 630 268;NULL;6780000000000000;NULL;27.11.2017;9:50;SU1139;Own;MOSCOW;41;7
BOGDANOVICH;RUSLAN ZAVIALOV;Male;27.03.1976;2 981 630 268;NULL;1090000000000000;NULL;25.04.2017;12:20;SU1361;Own;MOSCOW;41;7
BOGDANOVICH;RUSLAN ZAVIALOV;Male;27.03.1976;2 981 630 268;NJHLAV;None;NULL;16.12.2017;0:05;SU1372;Own;BELGOROD;41;7
B;RUSLAN ZAVIALOV;Male;27.03.1976;2 981 630 268;EVEQXZ;None;Registered;10.01.2017;6:00;SU1173;Own;MOSCOW;40;7
BOGDANOVICH;RUSLAN ZAVIALOV;Male;27.03.1976;2 981 630 268;HFZLSE;93100000000000;Registered;14.03.2017;5:05;SU6170;Own;MOSCOW;40;7
BOGDANOVICH;RUSLAN ZAVIALOV;Male;27.03.1976;2 981 630 268;TSNPPN;7840000000000000;NULL;09.09.2017;12:45;SU1123;Own;MOSCOW;41;7
ANATOLEVICH;RUSTAM ALEKSEEV;Male;24.11.1971;6 889 917 159;NULL;7080000000000000;NULL;30.01.2017;13:10;SU1232;Own;UFA;45;7
D;VALERIIA KORCHAGINA;Female;03.06.1994;4 919 407 659;GWRVDT;4320000000000000;Registered;18.05.2017;9:35;SU1523;Own;MOSCOW;22;7
VSEVOLODOVICH;TIKHON NOVIKOV;Male;23.11.1979;7 767 930 512;AWQGOB;2180000000000000;NULL;06.05.2017;20:30;SU5640;Own;KRASNOYARSK;37;7
S;ANNA MINAEVA;Female;16.01.1980;2 642 170 924;NULL;184000000000000;Registered;17.07.2017;14:45;SU1330;Own;ARKHANGELSK;37;7
VSEVOLODOVICH;TIKHON NOVIKOV;Male;23.11.1979;7 767 930 512;HTMEBA;4920000000000000;Registered;06.07.2017;14:40;SU1713;Own;MOSCOW;37;7
R;MARK ERMILOV;Male;21.06.1986;1 787 384 189;NULL;6460000000000000;Registered;08.07.2017;16:30;SU6286;Own;MOSCOW;31;7
R;MARK ERMILOV;Male;21.06.1986;1 787 384 189;NULL;None;NULL;22.02.2017;11:40;SU5627;Own;KHABAROVSK;30;7
RAMILEVICH;MARK ERMILOV;Male;21.06.1986;1 787 384 189;NULL;9550000000000000;Transit;10.05.2017;17:30;SU5629;Own;KHABAROVSK;30;7
RAMILEVICH;MARK ERMILOV;Male;21.06.1986;1 787 384 189;NULL;None;Transit;06.06.2017;10:30;SU5684;Own;PETROPAVLOVSK;30;7
R;MARK ERMILOV;Male;21.06.1986;1 787 384 189;WWMOUM;None;Transit;09.03.2017;8:10;SU5626;Own;YUZHNO;30;7
R;MARK ERMILOV;Male;21.06.1986;1 787 384 189;YURLCR;None;Delayed;04.08.2017;0:40;SU1120;Own;SOCHI;31;7
RAMILEVICH;MARK ERMILOV;Male;21.06.1986;1 787 384 189;IUWMVT;None;Registered;24.04.2017;8:10;SU5626;Own;YUZHNO;30;7
T;IANA ARTAMONOVA;Female;22.08.1982;3 906 882 382;QGALZB;4500000000000000;NULL;18.03.2017;22:55;SU5643;Own;KHABAROVSK;34;7
T;IANA ARTAMONOVA;Female;22.08.1982;3 906 882 382;NULL;None;Transit;07.07.2017;8:40;SU5625;Own;KHABAROVSK;34;7
T;IANA ARTAMONOVA;Female;22.08.1982;3 906 882 382;ZEINNR;None;Registered;08.01.2017;13:05;SU4600;Operated;KHABAROVSK;34;7
TAMERLANOVNA;IANA ARTAMONOVA;Female;22.08.1982;3 906 882 382;VNXFCZ;4100000000000000;NULL;09.01.2017;20:30;SU5640;Own;KRASNOYARSK;34;7
TAMERLANOVNA;IANA ARTAMONOVA;Female;22.08.1982;3 906 882 382;NULL;7620000000000000;Registered;28.06.2017;8:10;SU5626;Own;YUZHNO;34;7
T;IANA ARTAMONOVA;Female;22.08.1982;3 906 882 382;NULL;None;Registered;13.02.2017;19:25;SU5642;Own;NOVOSIBIRSK;34;7
TAMERLANOVNA;IANA ARTAMONOVA;Female;22.08.1982;3 906 882 382;OKNIKK;None;NULL;10.01.2017;23:10;SU5641;Own;KHABAROVSK;34;7
GORDEEVICH;DAVID SHULGIN;Male;12.05.1981;9 780 345 720;TOODFJ;3350000000000000;Delayed;13.10.2017;0:10;SU1478;Own;ABAKAN;36;7
GORDEEVICH;DAVID SHULGIN;Male;12.05.1981;9 780 345 720;NULL;None;Transit;01.01.2017;13:05;SU4600;Operated;KHABAROVSK;35;7
R;SVIATOSLAV VOROBEV;Male;12.11.1984;4 034 492 111;NULL;None;Transit;28.05.2017;15:50;SU5613;Own;KHABAROVSK;32;7
R;SVIATOSLAV VOROBEV;Male;12.11.1984;4 034 492 111;UANHOZ;None;Transit;16.03.2017;13:50;SU4606;Operated;OKHA;32;7
ROSTISLAVOVICH;SVIATOSLAV VOROBEV;Male;12.11.1984;4 034 492 111;NULL;6580000000000000;Registered;23.04.2017;10:55;SU5612;Own;MAGADAN;32;7
R;SVIATOSLAV VOROBEV;Male;12.11.1984;4 034 492 111;WFSRKP;7420000000000000;Registered;28.03.2017;12:10;SU4606;Operated;KHABAROVSK;32;7
R;SVIATOSLAV VOROBEV;Male;12.11.1984;4 034 492 111;LHBPCK;None;Transit;10.04.2017;23:10;SU5641;Own;KHABAROVSK;32;7
SAVELEVICH;TIKHON SOKOLOV;Male;10.10.1975;7 366 309 115;MDLTOY;6430000000000000;Transit;08.12.2017;7:00;SU1640;Own;OMSK;42;7
ARTEMEVNA;AMALIIA GUBANOVA;Female;15.05.2000;5 188 535 018;NULL;6580000000000000;Registered;18.02.2017;11:30;SU6288;Own;MOSCOW;16;7
A;AMALIIA GUBANOVA;Female;15.05.2000;5 188 535 018;NULL;7900000000000000;Delayed;27.02.2017;8:20;SU1500;Own;TYUMEN;16;7
S;DAMIR PANFILOV;Male;21.10.1989;7 986 945 216;QPBGTV;None;Transit;04.02.2017;0:50;SU5653;Own;KHABAROVSK;27;7
DEMIDOVNA;VALERIIA KORCHAGINA;Female;03.06.1994;4 919 407 659;NULL;8420000000000000;NULL;01.04.2017;6:40;SU1481;Own;MOSCOW;22;7
VSEVOLODOVICH;TIKHON NOVIKOV;Male;23.11.1979;7 767 930 512;YVIXUN;2350000000000000;NULL;09.01.2017;10:55;SU5612;Own;MAGADAN;37;7
V;TIKHON NOVIKOV;Male;23.11.1979;7 767 930 512;BYBVWX;None;Delayed;17.03.2017;8:10;SU5626;Own;YUZHNO;37;7
VSEVOLODOVICH;TIKHON NOVIKOV;Male;23.11.1979;7 767 930 512;QSPRAP;4350000000000000;Delayed;30.06.2017;15:50;SU5613;Own;KHABAROVSK;37;7
VSEVOLODOVICH;TIKHON NOVIKOV;Male;23.11.1979;7 767 930 512;LQEOGJ;None;NULL;02.01.2017;12:10;SU4606;Operated;KHABAROVSK;37;7
D;VALERIIA KORCHAGINA;Female;03.06.1994;4 919 407 659;MHFPSE;3780000000000000;Transit;31.03.2017;20:30;SU5640;Own;KRASNOYARSK;22;7
DEMIDOVNA;VALERIIA KORCHAGINA;Female;03.06.1994;4 919 407 659;KBVGRI;7120000000000000;Transit;10.04.2017;9:35;SU1523;Own;NOVYJ URENGOJ;22;7
S;DAMIR PANFILOV;Male;21.10.1989;7 986 945 216;NULL;9040000000000000;NULL;30.03.2017;8:10;SU5626;Own;YUZHNO;27;7
S;DAMIR PANFILOV;Male;21.10.1989;7 986 945 216;NRAEMY;None;Delayed;05.06.2017;9:00;SU4599;Operated;NOGLIKI;27;7
S;DAMIR PANFILOV;Male;21.10.1989;7 986 945 216;IPOUYZ;None;Registered;17.03.2017;21:40;SU5652;Own;IRKUTSK;27;7
ARTEMEVNA;AMALIIA GUBANOVA;Female;15.05.2000;5 188 535 018;NULL;None;Transit;08.02.2017;17:40;SU6287;Own;KHABAROVSK;16;7
S;TIKHON SOKOLOV;Male;10.10.1975;7 366 309 115;NULL;9240000000000000;NULL;12.07.2017;0:50;SU6169;Own;ORENBURG;41;7
ARTEMEVNA;AMALIIA GUBANOVA;Female;15.05.2000;5 188 535 018;FQNLVH;None;NULL;24.03.2017;6:25;SU1509;Own;MOSCOW;16;7
S;TIKHON SOKOLOV;Male;10.10.1975;7 366 309 115;YOFSPC;4820000000000000;Registered;12.06.2017;19:45;SU1480;Own;KRASNOYARSK;41;7
A;AMALIIA GUBANOVA;Female;15.05.2000;5 188 535 018;NKLZXW;None;Transit;23.01.2017;11:10;SU1255;Own;MOSCOW;16;7
S;TIKHON SOKOLOV;Male;10.10.1975;7 366 309 115;BARSVH;None;NULL;23.03.2017;6:40;SU1383;Own;MOSCOW;41;7
S;TIKHON SOKOLOV;Male;10.10.1975;7 366 309 115;NULL;None;Delayed;23.07.2017;7:15;SU6172;Own;MOSCOW;41;7
SAVELEVICH;TIKHON SOKOLOV;Male;10.10.1975;7 366 309 115;NULL;6240000000000000;NULL;05.03.2017;0:50;SU1382;Own;KHANTY;41;7
ARTEMEVNA;AMALIIA GUBANOVA;Female;15.05.2000;5 188 535 018;QSFIVS;5670000000000000;Registered;31.05.2017;19:45;SU1702;Own;VLADIVOSTOK;17;7
ARTEMEVNA;AMALIIA GUBANOVA;Female;15.05.2000;5 188 535 018;NULL;None;Registered;02.06.2017;9:20;SU6292;Own;MOSCOW;17;7
VITALEVICH;EVGENII SHCHUKIN;Male;21.05.1975;8 483 273 783;BCVPAU;None;Delayed;10.05.2017;13:05;SU4600;Operated;KHABAROVSK;41;7
S;ANNA MINAEVA;Female;16.01.1980;2 642 170 924;SAWKLJ;6640000000000000;NULL;26.06.2017;5:55;SU1425;Own;MOSCOW;37;7
ROSTISLAVOVICH;SVIATOSLAV VOROBEV;Male;12.11.1984;4 034 492 111;NULL;1980000000000000;Transit;05.04.2017;20:30;SU5640;Own;KRASNOYARSK;32;7
KIRILLOVICH;ROMAN KUZIN;Male;23.05.1980;7 469 897 506;NULL;4090000000000000;Registered;13.04.2017;21:25;SU1172;Own;ASTRAKHAN;36;7
G;ILIA MOLCHANOV;Male;30.08.1970;545 995 937;XCRMBG;7810000000000000;Registered;29.07.2017;0:30;SU1508;Own;TYUMEN;46;7
G;ILIA MOLCHANOV;Male;30.08.1970;545 995 937;NULL;None;NULL;05.02.2017;2:50;SU1251;Own;MOSCOW;46;7
G;ILIA MOLCHANOV;Male;30.08.1970;545 995 937;NULL;None;Delayed;02.01.2017;16:40;SU1465;Own;MOSCOW;46;7
GERMANOVICH;ILIA MOLCHANOV;Male;30.08.1970;545 995 937;IRROWZ;None;Transit;02.02.2017;14:05;SU1252;Own;NIZHNEKAMSK;46;7
G;ILIA MOLCHANOV;Male;30.08.1970;545 995 937;ELOBKV;9120000000000000;Delayed;26.06.2017;9:35;SU1237;Own;MOSCOW;46;7
G;ILIA MOLCHANOV;Male;30.08.1970;545 995 937;TZUTIG;3900000000000000;NULL;09.08.2017;14:30;SU1501;Own;MOSCOW;46;7
G;ILIA MOLCHANOV;Male;30.08.1970;545 995 937;NULL;None;Delayed;16.02.2017;21:35;SU1368;Own;STAVROPOL;46;7
KIRILLOVNA;SAMIRA ASTAFEVA;Female;22.05.1992;7 142 338 774;NULL;4430000000000000;Transit;17.02.2017;12:35;SU1759;Own;MOSCOW;24;7
K;SAMIRA ASTAFEVA;Female;22.05.1992;7 142 338 774;NULL;8460000000000000;NULL;08.02.2017;22:10;SU1180;Own;VOLGOGRAD;24;7
K;SAMIRA ASTAFEVA;Female;22.05.1992;7 142 338 774;NULL;7790000000000000;Delayed;07.08.2017;9:35;SU1523;Own;MOSCOW;25;7
KIRILLOVNA;SAMIRA ASTAFEVA;Female;22.05.1992;7 142 338 774;NSYVTK;2880000000000000;Delayed;28.08.2017;6:40;SU1434;Own;MAGNITOGORSK;25;7
KIRILLOVNA;SAMIRA ASTAFEVA;Female;22.05.1992;7 142 338 774;KLRILE;8550000000000000;Transit;13.03.2017;20:15;SU1394;Own;PERM;24;7
K;SAMIRA ASTAFEVA;Female;22.05.1992;7 142 338 774;QERKRP;954000000000000;Transit;02.01.2017;17:55;SU1143;Own;MOSCOW;24;7
KIRILLOVNA;SAMIRA ASTAFEVA;Female;22.05.1992;7 142 338 774;NULL;None;Transit;25.03.2017;23:05;SU1205;Own;MOSCOW;24;7
M;SOFIA PAKHOMOVA;Female;18.11.1996;2 809 557 692;NULL;8700000000000000;Registered;08.06.2017;9:55;SU1479;Own;MOSCOW;20;7
MARKOVNA;SOFIA PAKHOMOVA;Female;18.11.1996;2 809 557 692;NULL;9510000000000000;Transit;21.06.2017;6:20;SU1429;Own;MOSCOW;20;7
MARKOVNA;SOFIA PAKHOMOVA;Female;18.11.1996;2 809 557 692;CFQPGK;2510000000000000;Registered;24.03.2017;0:10;SU1478;Own;ABAKAN;20;7
KIRILLOVICH;ROMAN KUZIN;Male;23.05.1980;7 469 897 506;NULL;7960000000000000;NULL;09.01.2017;10:25;SU1456;Own;KEMEROVO;36;7
K;ROMAN KUZIN;Male;23.05.1980;7 469 897 506;NULL;9340000000000000;Registered;26.03.2017;6:55;SU1451;Own;MOSCOW;36;7
K;ROMAN KUZIN;Male;23.05.1980;7 469 897 506;OJLBYO;3480000000000000;NULL;15.08.2017;7:30;SU1254;Own;NIZHNEKAMSK;37;7
K;ROMAN KUZIN;Male;23.05.1980;7 469 897 506;NULL;None;Registered;04.04.2017;5:55;SU1602;Own;SAMARA;36;7
F;IANA LARINA;Female;01.12.1985;907 525 978;HQZRTP;9300000000000000;NULL;30.06.2017;13:45;SU1142;Own;ANAPA;31;7
V;OLEG GORDEEV;Male;02.07.1988;3 026 670 391;NULL;None;Registered;08.07.2017;6:40;SU1481;Own;MOSCOW;29;7
V;OLEG GORDEEV;Male;02.07.1988;3 026 670 391;COOMUW;None;Delayed;11.06.2017;0:50;SU5653;Own;KHABAROVSK;28;7
NIKOLAEVNA;LIDIIA SERGEEVA;Female;28.05.1997;1 195 565 028;NULL;9040000000000000;Delayed;09.01.2017;6:05;SU1397;Own;MOSCOW;19;7
MARATOVICH;VLADISLAV ANIKIN;Male;15.01.1972;469 451 724;NULL;9000000000000000;Transit;02.03.2017;15:50;SU5613;Own;KHABAROVSK;45;7
MARATOVICH;VLADISLAV ANIKIN;Male;15.01.1972;469 451 724;DNSMBY;4210000000000000;NULL;09.03.2017;10:55;SU5612;Own;MAGADAN;45;7
MARATOVICH;VLADISLAV ANIKIN;Male;15.01.1972;469 451 724;NULL;None;NULL;16.03.2017;15:50;SU5613;Own;KHABAROVSK;45;7
MARATOVICH;VLADISLAV ANIKIN;Male;15.01.1972;469 451 724;AIGGAV;1960000000000000;NULL;16.04.2017;16:30;SU6286;Own;MOSCOW;45;7
NIKOLAEVNA;LIDIIA SERGEEVA;Female;28.05.1997;1 195 565 028;NULL;None;Registered;30.04.2017;0:30;SU1218;Own;PERM;19;7
NIKOLAEVNA;LIDIIA SERGEEVA;Female;28.05.1997;1 195 565 028;NULL;2390000000000000;Registered;10.04.2017;19:40;SU1059;Own;MOSCOW;19;7
NIKOLAEVNA;LIDIIA SERGEEVA;Female;28.05.1997;1 195 565 028;HIVUEJ;None;Registered;04.05.2017;13:05;SU1201;Own;MOSCOW;19;7
NIKOLAEVNA;LIDIIA SERGEEVA;Female;28.05.1997;1 195 565 028;NULL;6510000000000000;NULL;24.03.2017;10:40;SU1537;Own;MOSCOW;19;7
NIKOLAEVNA;LIDIIA SERGEEVA;Female;28.05.1997;1 195 565 028;NULL;592000000000000;Delayed;15.05.2017;14:15;SU1439;Own;MOSCOW;19;7
N;LIDIIA SERGEEVA;Female;28.05.1997;1 195 565 028;VETKAM;4700000000000000;Delayed;18.01.2017;0:20;SU1536;Own;TOMSK;19;7
V;OLEG GORDEEV;Male;02.07.1988;3 026 670 391;UMXATB;None;Delayed;27.07.2017;0:15;SU1482;Own;KRASNOYARSK;29;7
MARATOVICH;VLADISLAV ANIKIN;Male;15.01.1972;469 451 724;NULL;None;Registered;25.11.2017;18:30;SU6289;Own;MAGADAN;45;7
F;IANA LARINA;Female;01.12.1985;907 525 978;JKUMFN;7350000000000000;NULL;02.09.2017;14:45;SU1330;Own;ARKHANGELSK;31;7
F;IANA LARINA;Female;01.12.1985;907 525 978;KKRUYO;6890000000000000;Delayed;16.07.2017;17:55;SU1143;Own;MOSCOW;31;7
F;IANA LARINA;Female;01.12.1985;907 525 978;BFJZRS;6960000000000000;Delayed;30.05.2017;1:45;SU1057;Own;MOSCOW;31;7
FEDOROVNA;IANA LARINA;Female;01.12.1985;907 525 978;UTUHYR;3560000000000000;Delayed;04.03.2017;2:15;SU1323;Own;MOSCOW;31;7
V;OLEG GORDEEV;Male;02.07.1988;3 026 670 391;NULL;None;Transit;29.05.2017;20:45;SU1442;Own;IRKUTSK;28;7
V;OLEG GORDEEV;Male;02.07.1988;3 026 670 391;RYVDDA;2930000000000000;Delayed;17.08.2017;8:10;SU5626;Own;YUZHNO;29;7
VLADISLAVOVICH;OLEG GORDEEV;Male;02.07.1988;3 026 670 391;VQWHCO;None;Transit;04.05.2017;12:20;SU1053;Own;MOSCOW;28;7
V;OLEG GORDEEV;Male;02.07.1988;3 026 670 391;NULL;None;Delayed;15.06.2017;20:30;SU5640;Own;KRASNOYARSK;28;7
KIRILLOVICH;ROMAN KUZIN;Male;23.05.1980;7 469 897 506;GUMQQZ;2920000000000000;Transit;03.09.2017;11:10;SU1255;Own;MOSCOW;37;7
KIRILLOVICH;ROMAN KUZIN;Male;23.05.1980;7 469 897 506;XZAHXP;2820000000000000;Delayed;07.04.2017;21:35;SU1215;Own;MOSCOW;36;7
SAVELEVNA;ANNA MINAEVA;Female;16.01.1980;2 642 170 924;NULL;None;Delayed;28.05.2017;5:20;SU1138;Own;SOCHI;37;7
M;SOFIA PAKHOMOVA;Female;18.11.1996;2 809 557 692;TIPCNX;None;Registered;28.09.2017;5:55;SU1425;Own;MOSCOW;20;7
ARSENEVNA;ZARINA VASILEVA;Female;15.03.1993;3 274 638 178;NULL;None;Delayed;03.04.2017;7:15;SU6172;Own;MOSCOW;24;7
ARSENEVNA;ZARINA VASILEVA;Female;15.03.1993;3 274 638 178;NULL;4270000000000000;Delayed;17.02.2017;19:55;SU1433;Own;MOSCOW;23;7
ARSENEVNA;ZARINA VASILEVA;Female;15.03.1993;3 274 638 178;NULL;7610000000000000;NULL;05.02.2017;9:25;SU1432;Own;BARNAUL;23;7
A;ZARINA VASILEVA;Female;15.03.1993;3 274 638 178;NXGENH;5950000000000000;NULL;02.03.2017;21:05;SU1355;Own;MOSCOW;23;7
ARSENEVNA;ZARINA VASILEVA;Female;15.03.1993;3 274 638 178;NULL;998000000000000;Registered;04.03.2017;22:40;SU1198;Own;KAZAN;23;7
A;ZARINA VASILEVA;Female;15.03.1993;3 274 638 178;WMRXRW;349000000000000;NULL;26.01.2017;14:00;SU1515;Own;MOSCOW;23;7
ARSENEVNA;ZARINA VASILEVA;Female;15.03.1993;3 274 638 178;NULL;None;Transit;20.02.2017;17:40;SU1354;Own;VORONEZH;23;7
VITALEVICH;EVGENII SHCHUKIN;Male;21.05.1975;8 483 273 783;BEIVFY;None;Transit;25.01.2017;12:10;SU4606;Operated;KHABAROVSK;41;7
V;EVGENII SHCHUKIN;Male;21.05.1975;8 483 273 783;NULL;None;Registered;19.06.2017;22:40;SU1198;Own;KAZAN;42;7
S;ANNA MINAEVA;Female;16.01.1980;2 642 170 924;LZZABD;5400000000000000;NULL;13.06.2017;21:05;SU1141;Own;MOSCOW;37;7
V;EVGENII SHCHUKIN;Male;21.05.1975;8 483 273 783;CZMLNB;1990000000000000;NULL;23.03.2017;13:05;SU4600;Operated;KHABAROVSK;41;7
VITALEVICH;EVGENII SHCHUKIN;Male;21.05.1975;8 483 273 783;NULL;2520000000000000;Transit;01.05.2017;9:00;SU4599;Operated;NOGLIKI;41;7
I;PLATON NIKULIN;Male;13.09.1973;4 239 670 634;NULL;3060000000000000;Delayed;09.01.2017;19:30;SU1423;Own;MOSCOW;43;7
I;PLATON NIKULIN;Male;13.09.1973;4 239 670 634;VLHTNE;6080000000000000;Transit;03.07.2017;12:00;SU1402;Own;YEKATERINBURG;43;7
I;PLATON NIKULIN;Male;13.09.1973;4 239 670 634;HIAVFI;None;Delayed;18.04.2017;21:35;SU1487;Own;MOSCOW;43;7
IGNATOVICH;PLATON NIKULIN;Male;13.09.1973;4 239 670 634;CCJIAZ;None;NULL;12.08.2017;5:05;SU1409;Own;MOSCOW;43;7
IGNATOVICH;PLATON NIKULIN;Male;13.09.1973;4 239 670 634;NULL;4190000000000000;NULL;09.02.2017;22:15;SU1484;Own;KRASNOYARSK;43;7
IGNATOVICH;PLATON NIKULIN;Male;13.09.1973;4 239 670 634;CEHQMM;5170000000000000;Registered;22.05.2017;21:35;SU1215;Own;MOSCOW;43;7
IGNATOVICH;PLATON NIKULIN;Male;13.09.1973;4 239 670 634;BWGYSB;2850000000000000;Registered;07.10.2017;8:30;SU1239;Own;MOSCOW;44;7
V;EVGENII SHCHUKIN;Male;21.05.1975;8 483 273 783;NULL;2660000000000000;NULL;26.06.2017;12:20;SU1191;Own;MOSCOW;42;7
SAVELEVNA;ANNA MINAEVA;Female;16.01.1980;2 642 170 924;NULL;3660000000000000;Registered;18.04.2017;0:00;SU1562;Own;IRKUTSK;37;7
A;ODISSEI MOSKVIN;Male;17.07.1999;2 593 496 916;FZVVXI;9780000000000000;Transit;24.06.2017;12:10;SU4606;Operated;KHABAROVSK;17;7
A;ODISSEI MOSKVIN;Male;17.07.1999;2 593 496 916;URYNRQ;8840000000000000;Delayed;15.01.2017;16:45;SU5685;Own;KHABAROVSK;17;7
ARTEMICH;ODISSEI MOSKVIN;Male;17.07.1999;2 593 496 916;NULL;None;NULL;07.03.2017;8:05;SU5621;Own;KHABAROVSK;17;7
V;IULIANA TROFIMOVA;Female;13.01.1999;847 586 172;NULL;1560000000000000;NULL;06.01.2017;14:00;SU5628;Own;YUZHNO;17;7
MARKOVNA;SOFIA PAKHOMOVA;Female;18.11.1996;2 809 557 692;NULL;None;Registered;26.10.2017;14:50;SU1058;Own;MAKHACHKALA;20;7
M;SOFIA PAKHOMOVA;Female;18.11.1996;2 809 557 692;NULL;1550000000000000;Registered;09.03.2017;13:00;SU1333;Own;MOSCOW;20;7
MARKOVNA;SOFIA PAKHOMOVA;Female;18.11.1996;2 809 557 692;NULL;None;Registered;11.11.2017;19:40;SU1059;Own;MOSCOW;20;7
N;ILIA RAKOV;Male;18.10.1977;8 896 557 707;NULL;None;NULL;10.04.2017;9:15;SU1604;Own;SAMARA;39;7
N;ILIA RAKOV;Male;18.10.1977;8 896 557 707;NULL;None;Transit;12.08.2017;6:00;SU1246;Own;ORENBURG;39;7
NIKOLAEVICH;ILIA RAKOV;Male;18.10.1977;8 896 557 707;CHSMFP;None;Transit;17.08.2017;7:15;SU6172;Own;MOSCOW;39;7
N;ILIA RAKOV;Male;18.10.1977;8 896 557 707;XGCPMO;6260000000000000;Registered;23.03.2017;20:00;SU1008;Own;KALININGRAD;39;7
VSEVOLODOVNA;IULIANA TROFIMOVA;Female;13.01.1999;847 586 172;APVJAL;None;Registered;14.04.2017;13:05;SU4600;Operated;KHABAROVSK;18;7
VSEVOLODOVNA;IULIANA TROFIMOVA;Female;13.01.1999;847 586 172;NULL;954000000000000;Registered;19.01.2017;8:05;SU5621;Own;KHABAROVSK;18;7
